Participant_ID,Day,Study_Time,Practice_Sessions,Sleep_Hours,Distraction,Memory_Score
1,1,34.655554940399,3,7.12141465481425,2.54876680511601,100
1,2,42.5103649451159,3,6.99144035515455,5.51212011080517,100
1,3,67.8413564047736,2,7.28869590041585,2.80214939260338,100
1,4,0.138877351692254,1,5.53199448420443,1.5273561910782,77.2325068508966
1,5,3.82473530115989,0,7.29189619578412,6.26890795827938,68.5101964082095
1,6,0.607076253084556,0,7.98180817033984,4.29403112221339,71.5605673777918
1,7,2.73957015420959,1,6.17418215507637,4.37553518977494,65.659254766823
1,8,4.48847784543748,1,6.83892795370838,0.722354241477743,69.0352563151759
1,9,3.9755533429524,1,5.64156527233981,8.01943138676508,48.6963499595677
1,10,3.5114422472347,1,7.44404359646778,0.493006388620827,51.7439755019965
1,11,3.36773928826275,2,6.80335106619929,5.75678515693197,43.0135040790261
1,12,2.60982059161292,0,7.33083033856746,4.05032419609974,33.5048530762036
1,13,0.117602998906629,0,5.07852042834544,3.06493540096273,31.6121140994889
1,14,2.45753452756636,2,7.32589728910419,2.96912486135755,41.3731485618291
1,15,3.27672397169839,1,6.21864057561846,9.54448421092526,31.3644128242072
1,16,4.77600760707457,1,5.9102577474255,8.34628106309267,22.6450411221173
1,17,2.29564516272361,0,7.93306660425439,4.89384144799721,27.3892645477614
1,18,3.69318533311973,1,6.37717937457538,2.90352835980389,29.8313210457792
1,19,0.529787688527978,2,7.96817186265537,4.0054730490882,42.0154552127269
1,20,0.255752459961913,1,6.3678964705948,8.86000450736354,22.8522885368863
2,1,44.3813490226457,3,7.20679597923701,9.35287799893387,100
2,2,53.0597377159368,3,7.20565538503307,5.82605923329926,100
2,3,31.8467077773887,5,5.28635525401961,1.41821476068314,100
2,4,3.08332843082024,1,6.07908980514531,7.25596650125736,78.397714340558
2,5,1.80460792054202,1,7.24878069227194,7.29025276244531,72.0171739417455
2,6,3.49775434539243,0,6.88261515017769,0.274472539031637,82.8771418465978
2,7,2.75283249292278,1,7.4595090642079,1.12335016426035,76.1751034319112
2,8,0.31581646410552,1,7.34427449706516,4.76724373571334,66.455862543035
2,9,2.62152085380168,2,6.84607723507347,9.32939564404873,62.8148942403799
2,10,0.190827205522475,0,5.69418893599864,8.76197603717778,52.9733537963357
2,11,1.13301040731398,2,5.48075167715408,6.78059216638828,59.4973016833219
2,12,0.506621354887672,1,5.81339689965982,3.43219967509332,43.7733351683731
2,13,1.96370792634017,0,7.8721526167966,3.87063015156754,52.4634355816855
2,14,2.25910326048406,0,6.63385305379521,2.45866981338761,58.686092392205
2,15,3.84774593085128,0,5.05053226636515,7.05854120368554,40.5599135347342
2,16,0.0504179834235069,2,5.2554305820812,5.69429142815121,35.3307382430561
2,17,2.05843579936014,2,7.08706786678171,7.94529790813025,48.8424158942262
2,18,1.74197637425204,2,6.37125425540605,3.48246080567875,39.5030639600628
2,19,1.78430386596367,2,5.91598548011361,6.80333633522136,40.3237890238848
2,20,0.644620343181285,1,5.46871690327668,1.791155539913,34.7800831370838
3,1,64.564208956786,5,5.06688655980196,6.33006951433234,100
3,2,47.278414690899,4,7.0934778551348,3.58576767722837,100
3,3,46.2254648825071,2,5.17213973104028,2.84453636320735,81.1627921403806
3,4,4.95914091017853,2,7.31746946393349,2.00323837359135,69.3712696005079
3,5,1.17416357136594,0,6.73427024443802,6.4304005167564,55.4764308754139
3,6,4.78571721841487,1,7.16567478430082,6.5017151575723,56.6422337504404
3,7,1.43311482120723,2,7.79709059175618,9.89189183780649,36.3168674284616
3,8,1.24627756600112,2,5.00176929226549,3.38548094095318,42.8144290502557
3,9,4.86976497890185,0,7.54830659346165,6.74773015273947,40.4276167825222
3,10,0.387300621814575,2,5.25674687654281,6.23312462968091,34.0155266982444
3,11,2.37369070603195,2,6.32479937071677,8.28674282123772,18.9027664986075
3,12,2.98815477761459,0,6.6706421376103,8.71112317685961,18.497524343328
3,13,2.90363480472816,0,6.58675210776229,2.32252296137961,24.9851009017101
3,14,2.44637145841782,0,6.10983989905495,9.62632833937205,11.7338489543203
3,15,0.201453640823043,1,5.82394591290534,2.08425278517492,20.3370366661265
3,16,1.20030304917306,0,5.05877198947379,2.41551917250388,14.9818998336239
3,17,0.374612766005958,1,6.62728775823907,8.139754893362,15.9216871512118
3,18,1.25656072876036,1,6.89940122034534,7.51748743381547,12.6443138162903
3,19,4.22018301106141,1,6.75286851692193,2.36615481761298,29.0273980930481
3,20,2.72049282005214,2,5.47156216373413,0.922423194002828,16.2139263044466
4,1,69.8635728733423,3,7.02190313733725,8.99987124114509,100
4,2,55.7402197182861,3,6.58952880348146,9.13597418197643,100
4,3,41.036326234895,2,5.40577926962538,3.4990932428596,100
4,4,0.842869286094682,0,6.61924521275729,0.434865001435222,90.6652449861618
4,5,0.503970529611364,2,5.72560075450469,5.62159015855578,84.1482541930682
4,6,4.45673623916434,0,6.51285527143683,4.27852796307936,77.1412793085321
4,7,1.73182037024124,1,6.53239760706057,9.75754244868932,74.9565825517379
4,8,3.56803665691648,2,5.99746531521529,1.23373198083378,72.3255739301798
4,9,0.906398761015874,0,6.30425224692693,8.62859167531231,57.5635215432172
4,10,0.355950712649244,1,5.06233530184983,5.68873718392662,50.9239822591972
4,11,1.52453442809829,2,5.91652433434838,8.70499839475352,52.8851633499953
4,12,4.91541150919692,0,5.58531813430404,1.60287959391391,52.8050098679922
4,13,3.47307428780599,0,7.19738239008947,9.99473952879992,52.5177518259366
4,14,2.98662354913879,0,5.14079789246935,5.26229208908505,33.4990036042874
4,15,4.08244092769968,0,7.58776700415648,3.33371606463812,52.6004221385988
4,16,1.9673487193323,2,5.93517726070426,1.58545152051259,51.3419498809012
4,17,0.360965524899269,2,6.77381690677507,6.09221584124627,49.1369453317568
4,18,2.02117812814655,2,5.62450445614764,6.74330295408175,46.0065998500924
4,19,2.42808783811252,1,7.476257447941,8.85140323139396,34.4575066602959
4,20,0.467136114376331,0,6.39390150744712,8.25825412888405,29.9548939061976
5,1,45.2545255808192,1,5.31609151645848,3.77008162242701,100
5,2,59.998315383984,4,7.39668851820584,8.14958021068685,100
5,3,48.3252822612154,3,7.68443629500156,9.98350377032134,91.224413140292
5,4,0.522766428685414,2,6.94000202118502,7.08327605763236,75.7561538987078
5,5,2.03027438802274,1,6.7385229751359,6.80168586413506,63.7689181689484
5,6,1.83345913454712,0,5.10814758123814,3.90964816706734,47.9571585039567
5,7,4.02860922227892,2,7.05712877115051,8.36764295585256,48.2740513266451
5,8,1.27019735273382,0,5.12716537752771,1.37143789082018,44.4775710522344
5,9,4.72103027599621,0,5.11461138453103,9.87647763477891,33.7132730184053
5,10,1.60201466537182,0,5.32350182264666,6.70264666007767,34.0837600592326
5,11,0.699015780137838,2,5.51687199971351,3.34839110674585,47.129784706704
5,12,1.32181999522323,2,7.35749026339356,1.24999242389383,48.134505147245
5,13,0.0708061372107116,0,7.6570337524472,2.28003470640445,33.9871174719045
5,14,0.382006794567892,0,5.8099616792876,3.4839705871442,22.644348435034
5,15,1.02600431710918,1,5.02985790653727,5.85633520839721,20.4500531391129
5,16,2.64653322310205,1,5.08307233467095,6.19594563949478,26.2534384846394
5,17,1.19052444871022,1,7.7543779776436,8.39358448861194,27.194150280952
5,18,1.87885761525426,0,5.72194929842439,1.56624200553937,24.1355459027706
5,19,1.59268012241369,2,7.47889378744994,7.8498639796576,27.5800885963958
5,20,3.18160366507943,2,6.62446375430083,3.32241062831022,24.2458796195199
6,1,46.0005115065602,1,5.0613111333381,2.32746635642563,93.3096829783569
6,2,44.088300663209,1,5.10814255209338,1.91647734829701,84.0345467778748
6,3,46.7216883973935,3,6.14598931668156,6.37577101718303,81.753767526071
6,4,0.102379725658286,0,5.44734759106621,8.84222586579246,55.239384168234
6,5,3.03448006918214,2,7.97088692770267,6.3472659363178,55.6140068861847
6,6,2.3429822046483,2,7.37429483627082,4.44737134993659,43.5269819101835
6,7,1.85408421993258,2,7.04906705398808,1.00064147931871,55.1992735953162
6,8,0.924278304217344,0,7.2220105662357,8.09675134282295,34.9820395243882
6,9,0.223422902241025,2,6.05963680786447,7.68167166637871,39.2182488637451
6,10,2.4317032073827,2,6.00931597883319,3.59998566772668,44.5887453140053
6,11,3.68153244653503,1,7.63312223123066,8.32291299351593,27.7582257743253
6,12,2.64436537275915,1,6.85842748006986,6.33683746340999,28.7429737284732
6,13,4.36645555981921,2,5.95214473631154,6.18322273695491,19.9393927823407
6,14,2.13147356986674,0,5.02609398987528,1.40333776536327,15.6824261835925
6,15,2.16805153774476,0,6.55924555060985,5.82664564873521,6.82807655021851
6,16,2.37897067642224,2,6.17355410885784,2.78340162102626,22.7881537187042
6,17,0.846728133965334,1,5.42884065345444,1.95491051685658,20.5088259772867
